date,ensemble,dji
2020-07-22,1677100.39341024,1574781.9226703728
2020-07-23,1656525.9063303296,1554167.8335839144
2020-07-24,1647855.9912352522,1543529.306716193
2020-07-27,1647729.9436392745,1550228.1994706988
2020-07-28,1644287.1064887007,1538245.520603782
2020-07-29,1663611.8043913802,1547592.5135220985
2020-07-30,1659238.4738974532,1534418.5255625204
2020-07-31,1654006.4622092207,1541105.2318855815
2020-08-03,1674687.4954619368,1554871.6854187753
2020-08-04,1675053.8553671795,1564439.0591300458
2020-08-05,1700574.2810111006,1586192.522610671
2020-08-06,1705689.8364539107,1597007.240220873
2020-08-07,1714533.5924048384,1599718.7781633271
2020-08-10,1723109.1111769637,1620592.3129584931
2020-08-11,1706720.7464003523,1614496.9332902215
2020-08-12,1737660.128411766,1631403.4999203326
2020-08-13,1737028.190824028,1626731.5410015904
2020-08-14,1743014.9284911116,1628731.5963530454
2020-08-17,1738315.3550543746,1623710.3310301737
2020-08-18,1734288.77975988,1619812.723021661
2020-08-19,1729386.5779128035,1614845.100775524
2020-08-20,1730073.017560478,1617577.025364975
2020-08-21,1734817.4030737835,1628691.392518465
2020-08-24,1729620.0104384385,1650741.2026777803
2020-08-25,1740149.479402061,1647241.1912316463
2020-08-26,1737015.099290367,1652109.1580804526
2020-08-27,1735278.1022973212,1661459.567755249
2020-08-28,1735941.4855832253,1670882.8682349504
2020-08-31,1734508.237035099,1657831.4279411184
2020-09-01,1735329.6926530043,1670404.1806521153
2020-09-02,1750645.3782771272,1696927.0945030423
2020-09-03,1721668.3498562973,1649823.917454808
2020-09-04,1717881.208085553,1640527.7203161593
2020-09-08,1684948.9947516602,1603649.6426015776
2020-09-09,1710974.2522698562,1629282.7191732542
2020-09-10,1683966.225141835,1605614.1636856415
2020-09-11,1692417.1496642348,1613256.6506880152
2020-09-14,1712456.979627919,1632365.089085661
2020-09-15,1712316.451704335,1632497.4314533162
2020-09-16,1711595.7060454604,1634642.2433876367
2020-09-17,1699799.194181752,1627038.2518416033
2020-09-18,1692072.849928212,1612777.2797538843
2020-09-21,1666584.6624358413,1583054.1178919934
2020-09-22,1673608.5812743425,1591245.9054444535
2020-09-23,1655481.2614501235,1560628.9200874188
2020-09-24,1665352.0286544082,1563679.1724889146
2020-09-25,1686650.3917906997,1584585.5081462879
2020-09-28,1703000.3279860732,1608499.5006410405
2020-09-29,1695197.68311913,1600837.1964510835
2020-09-30,1718356.4696486709,1620024.3341396498
2020-10-01,1719018.618765187,1622077.0075408954
2020-10-02,1705028.2942412612,
